安康日报,http://epaper.cnwest.com/akrb,epaper_cnwest_com_27797,node_.*[0-9].htm$,content_.*[0-9].htm$
商洛日报,http://epaper.cnwest.com/slrb,epaper_cnwest_com_27563,node_.*[0-9].htm$,content_.*[0-9].htm$
铜川日报,http://epaper.cnwest.com/tcrb,epaper_cnwest_com_27770,node_.*[0-9].htm$,content_.*[0-9].htm$
渭南日报,http://epaper.cnwest.com/wnrb/,epaper_cnwest_com_27809,node_.*[0-9].htm$,content_.*[0-9].htm$
咸阳日报,http://epaper.cnwest.com/xyrb/,epaper_cnwest_com_27565,node_.*[0-9].htm$,content_.*[0-9].htm$
延安日报,http://epaper.cnwest.com/yarb,epaper_cnwest_com_27800,node_.*[0-9].htm$,content_.*[0-9].htm$
榆林日报,http://epaper.cnwest.com/ylrb,epaper_cnwest_com_27805,node_.*[0-9].htm$,content_.*[0-9].htm$
中国质量报,http://epaper.cqn.com.cn/,epaper_cqn_com_cn_27772,node_.*[0-9].htm$,content_.*[0-9].htm$
大庆日报,http://epaper.dqdaily.com/dqrb,epaper_dqdaily_com_27208,node_.*[0-9].htm$,content_.*[0-9].htm$
大庆晚报,http://epaper.dqdaily.com/dqwb,epaper_dqdaily_com_27209,node_.*[0-9].htm$,content_.*[0-9].htm$
大庆星期五,http://epaper.dqdaily.com/dqxqw/paperindex.htm,epaper_dqdaily_com_27083,node_.*[0-9].htm$,content_.*[0-9].htm$
大晚周刊,http://epaper.dqdaily.com/dwzk,epaper_dqdaily_com_27011,node_.*[0-9].htm$,content_.*[0-9].htm$
当代生活报,http://epaper.gxnews.com.cn/ddshb,epaper_gxnews_com_cn_27022,node_.*[0-9].htm$,content_.*[0-9].htm$
健报,http://epaper.gxnews.com.cn/jb,epaper_gxnews_com_cn_27223,node_.*[0-9].htm$,content_.*[0-9].htm$
南国城报,http://epaper.gxnews.com.cn/ngcb,epaper_gxnews_com_cn_27024,node_.*[0-9].htm$,content_.*[0-9].htm$
南国今报,http://epaper.gxnews.com.cn/ngjb,epaper_gxnews_com_cn_27229,node_.*[0-9].htm$,content_.*[0-9].htm$
半岛晨报,http://epaper.hilizi.com/,epaper_hilizi_com_27071,node_.*[0-9].htm$,content_.*[0-9].htm$
黑龙江日报,http://epaper.hljnews.cn/hljrb/,epaper_hljnews_cn_27130,node_.*[0-9].htm$,content_.*[0-9].htm$
老年日报,http://epaper.hljnews.cn/lnrb,epaper_hljnews_cn_27035,node_.*[0-9].htm$,content_.*[0-9].htm$
农村报,http://epaper.hljnews.cn/ncb/,epaper_hljnews_cn_27174,node_.*[0-9].htm$,content_.*[0-9].htm$
生活报,http://epaper.hljnews.cn/shb/,epaper_hljnews_cn_27042,node_.*[0-9].htm$,content_.*[0-9].htm$
新都市报,http://epaper.hljnews.cn/xdsb/,epaper_hljnews_cn_27045,node_.*[0-9].htm$,content_.*[0-9].htm$
解放日报,http://epaper.jfdaily.com,epaper_jfdaily_com_26968,node_.*[0-9].htm$,content_.*[0-9].htm$
江西日报,http://epaper.jxnews.com.cn/jxrb/,epaper_jxnews_com_cn_27047,node_.*[0-9].htm$,content_.*[0-9].htm$
焦作日报,http://epaper.jzrb.com,epaper_jzrb_com_27189,node_.*[0-9].htm$,content_.*[0-9].htm$
焦作晚报,http://epaper.jzrb.com/shck,epaper_jzrb_com_27553,node_.*[0-9].htm$,content_.*[0-9].htm$
凉都晚报,http://epaper.lpswz.com/ldwb,epaper_lpswz_com_27079,node_.*[0-9].htm$,content_.*[0-9].htm$
六盘水日报,http://epaper.lpswz.com/lpsrb,epaper_lpswz_com_27073,node_.*[0-9].htm$,content_.*[0-9].htm$
丽水日报,http://epaper.lsnews.com.cn/lsrb/,epaper_lsnews_com_cn_27407,node_.*[0-9].htm$,content_.*[0-9].htm$
南方都市报,http://epaper.nddaily.com,epaper_nddaily_com_26993,node_.*[0-9].htm$,content_.*[0-9].htm$
南阳日报,http://epaper.nydaily.com.cn/nyrb,epaper_nydaily_com_cn_27118,node_.*[0-9].htm$,content_.*[0-9].htm$
曲靖日报,http://epaper.qjrb.cn/,epaper_qjrb_cn_27309,node_.*[0-9].htm$,content_.*[0-9].htm$
证券时报,http://epaper.secutimes.com/,epaper_secutimes_com_27367,node_.*[0-9].htm$,content_.*[0-9].htm$
绍兴晚报,http://epaper.shaoxing.com.cn/sxwb,epaper_shaoxing_com_cn_27270,node_.*[0-9].htm$,content_.*[0-9].htm$
天天商报,http://epaper.shaoxing.com.cn/ttsb,epaper_shaoxing_com_cn_27167,node_.*[0-9].htm$,content_.*[0-9].htm$
宿迁日报,http://epaper.sqdaily.com/sqrb,epaper_sqdaily_com_27148,node_.*[0-9].htm$,content_.*[0-9].htm$
宿迁晚报,http://epaper.sqdaily.com/sqwb,epaper_sqdaily_com_27153,node_.*[0-9].htm$,content_.*[0-9].htm$
京九晚报,http://epaper.sqrb.cn/jjwb/,epaper_sqrb_cn_27171,node_.*[0-9].htm$,content_.*[0-9].htm$
商丘日报,http://epaper.sqrb.cn/sqrb/,epaper_sqrb_cn_27170,node_.*[0-9].htm$,content_.*[0-9].htm$
沈阳E报,http://epaper.syd.com.cn/syjb/paperindex.htm,epaper_syd_com_cn_27122,node_.*[0-9].htm$,content_.*[0-9].htm$
沈阳日报,http://epaper.syd.com.cn/syrb/paperindex.htm,epaper_syd_com_cn_26996,node_.*[0-9].htm$,content_.*[0-9].htm$
沈阳晚报,http://epaper.syd.com.cn/sywb/paperindex.htm,epaper_syd_com_cn_27005,node_.*[0-9].htm$,content_.*[0-9].htm$
新京报,http://epaper.thebeijingnews.com,epaper_thebeijingnews_com_27036,node_.*[0-9].htm$,content_.*[0-9].htm$
城市快报,http://epaper.tianjinwe.com/cskb,epaper_tianjinwe_com_27059,node_.*[0-9].htm$,content_.*[0-9].htm$
假日100天,http://epaper.tianjinwe.com/jr100,epaper_tianjinwe_com_27092,node_.*[0-9].htm$,content_.*[0-9].htm$
每日新报,http://epaper.tianjinwe.com/mrxb,epaper_tianjinwe_com_27062,node_.*[0-9].htm$,content_.*[0-9].htm$
天津日报,http://epaper.tianjinwe.com/tjrb,epaper_tianjinwe_com_27008,node_.*[0-9].htm$,content_.*[0-9].htm$
东莞日报,http://epaper.timedg.com,epaper_timedg_com_27151,node_.*[0-9].htm$,content_.*[0-9].htm$
大众卫生报,http://epaper.voc.com.cn/dzwsb/paperindex.htm,epaper_voc_com_cn_27353,node_.*[0-9].htm$,content_.*[0-9].htm$
湖南日报,http://epaper.voc.com.cn/hnrb/,epaper_voc_com_cn_27321,node_.*[0-9].htm$,content_.*[0-9].htm$
家庭导报,http://epaper.voc.com.cn/jtdb/,epaper_voc_com_cn_27355,node_.*[0-9].htm$,content_.*[0-9].htm$
科技新报,http://epaper.voc.com.cn/kjxb/paperindex.htm,epaper_voc_com_cn_27518,node_.*[0-9].htm$,content_.*[0-9].htm$
三湘都市报,http://epaper.voc.com.cn/sxdsb/paperindex.htm,epaper_voc_com_cn_27345,node_.*[0-9].htm$,content_.*[0-9].htm$
文萃,http://epaper.voc.com.cn/wcb/paperindex.htm,epaper_voc_com_cn_27356,node_.*[0-9].htm$,content_.*[0-9].htm$
西安日报,http://epaper.xawb.com/xarb/,epaper_xawb_com_27436,node_.*[0-9].htm$,content_.*[0-9].htm$
西安晚报,http://epaper.xawb.com/xawb,epaper_xawb_com_27437,node_.*[0-9].htm$,content_.*[0-9].htm$
皖南晨刊,http://epaper.xuanwww.com/wnck/,er_xuanwww_com_27388,node_.*[0-9].htm$,content_.*[0-9].htm$
宣城日报,http://epaper.xuanwww.com/xcrb/,er_xuanwww_com_27380,node_.*[0-9].htm$,content_.*[0-9].htm$
扬子晚报,http://epaper.yangtse.com,epaper_yangtse_com_27522,node_.*[0-9].htm$,content_.*[0-9].htm$
福建日报,http://fjrb.fjnet.cn,fjrb_fjnet_cn_26972,node_.*[0-9].htm$,content_.*[0-9].htm$
广州日报,http://gzdaily.dayoo.com,gzdaily_dayoo_com_26994,node_.*[0-9].htm$,content_.*[0-9].htm$
鹤壁日报,http://hbrb.hebiw.com/,hbrb_hebiw_com_27186,node_.*[0-9].htm$,content_.*[0-9].htm$
海南日报,http://hnrb.hinews.cn/,hnrb_hinews_cn_27108,node_.*[0-9].htm$,content_.*[0-9].htm$
杭州日报,http://hzdaily.hangzhou.com.cn/hzrb,hzdaily_hangzhou_com_cn_27028,node_.*[0-9].htm$,content_.*[0-9].htm$
每日商报,http://hzdaily.hangzhou.com.cn/mrsb/,hzdaily_hangzhou_com_cn_27165,node_.*[0-9].htm$,content_.*[0-9].htm$
江城日报,http://jcrbszb.chinajilin.com.cn/paperindex.htm,jcrbszb_chinajilin_com_cn_27015,node_.*[0-9].htm$,content_.*[0-9].htm$
晋江经济报,http://jjjjb.fjnet.cn,jjjjb_fjnet_cn_27133,node_.*[0-9].htm$,content_.*[0-9].htm$
金陵晚报,http://jlwb.njnews.cn,jlwb_njnews_cn_27157,node_.*[0-9].htm$,content_.*[0-9].htm$
安吉日报,http://jraj.ajnews.cn/site1/ajrb/paperindex.htm,jraj_ajnews_cn_27402,node_.*[0-9].htm$,content_.*[0-9].htm$
江苏法制报,http://jsfzb.xhby.net,jsfzb_xhby_net_27332,node_.*[0-9].htm$,content_.*[0-9].htm$
江苏经济报,http://jsjjb.xhby.net/,jsjjb_xhby_net_27328,node_.*[0-9].htm$,content_.*[0-9].htm$
江苏商报,http://jssb.njnews.cn,jssb_njnews_cn_27159,node_.*[0-9].htm$,content_.*[0-9].htm$
嘉兴日报,http://jxrb.cnjxol.com/,jxrb_cnjxol_com_27136,node_.*[0-9].htm$,content_.*[0-9].htm$
现代快报,http://kuaibao.xinhuanet.com,kuaibao_xinhuanet_com_27516,node_.*[0-9].htm$,content_.*[0-9].htm$
乐山日报,http://lsrb.newssc.org/,lsrb_newssc_org_27236,node_.*[0-9].htm$,content_.*[0-9].htm$
三江都市报,http://lswb.newssc.org/,lswb_newssc_org_27238,node_.*[0-9].htm$,content_.*[0-9].htm$
洛阳日报,http://lyrb.lyd.com.cn/,lyrb_lyd_com_cn_27191,node_.*[0-9].htm$,content_.*[0-9].htm$
辽源日报,http://lyrbszb.chinajilin.com.cn/html/node_206.htm,lyrbszb_chinajilin_com_cn_27221,node_.*[0-9].htm$,content_.*[0-9].htm$
洛阳晚报,http://lywb.lyd.com.cn/,lywb_lyd_com_cn_27192,node_.*[0-9].htm$,content_.*[0-9].htm$
泸州日报,http://lzrb.newssc.org/,lzrb_newssc_org_27243,node_.*[0-9].htm$,content_.*[0-9].htm$
闽南日报,http://mnrbszb.mnrb.net/,mnrbszb_mnrb_net_27021,node_.*[0-9].htm$,content_.*[0-9].htm$
眉山日报,http://msrb.newssc.org,msrb_newssc_org_27245,node_.*[0-9].htm$,content_.*[0-9].htm$
绵阳日报,http://myrb.newssc.org,myrb_newssc_org_27246,node_.*[0-9].htm$,content_.*[0-9].htm$
南充日报,http://ncrb.newssc.org,ncrb_newssc_org_27253,node_.*[0-9].htm$,content_.*[0-9].htm$
北京晚报,http://newepaper.bjd.com.cn/bjwb,newepaper_bjd_com_cn_26989,node_.*[0-9].htm$,content_.*[0-9].htm$
河南日报,http://newpaper.dahe.cn/hnrb,newpaper_dahe_cn_27552,node_.*[0-9].htm$,content_.*[0-9].htm$
河南日报农村版,http://newpaper.dahe.cn/hnrbncb/,newpaper_dahe_cn_27032,node_.*[0-9].htm$,content_.*[0-9].htm$
河南商报,http://newpaper.dahe.cn/hnsb/,newpaper_dahe_cn_27538,node_.*[0-9].htm$,content_.*[0-9].htm$
河南法制报,http://newpaper.dahe.cn/jrab/,newpaper_dahe_cn_27030,node_.*[0-9].htm$,content_.*[0-9].htm$
今日消费,http://newpaper.dahe.cn/jrxf/,newpaper_dahe_cn_27010,node_.*[0-9].htm$,content_.*[0-9].htm$
奉贤报,http://news.idoican.com.cn/fxb,news_idoican_com_cn_27109,node_.*[0-9].htm$,content_.*[0-9].htm$
河北科技报,http://news.idoican.com.cn/hbkejib,news_idoican_com_cn_27150,node_.*[0-9].htm$,content_.*[0-9].htm$
荆门日报,http://news.idoican.com.cn/jingmrb/paperindex.htm,news_idoican_com_cn_27443,node_.*[0-9].htm$,content_.*[0-9].htm$
荆门晚报,http://news.idoican.com.cn/jingmwb/paperindex.htm,news_idoican_com_cn_32421,node_.*[0-9].htm$,content_.*[0-9].htm$
江阴日报,http://news.idoican.com.cn/jyrb/paperindex.htm,news_idoican_com_cn_27112,node_.*[0-9].htm$,content_.*[0-9].htm$
七都晚刊,http://news.idoican.com.cn/qdwk/paperindex.htm,news_idoican_com_cn_27256,node_.*[0-9].htm$,content_.*[0-9].htm$
文山日报,http://news.idoican.com.cn/wsrb/paperindex.htm,news_idoican_com_cn_27242,node_.*[0-9].htm$,content_.*[0-9].htm$
营口日报,http://news.idoican.com.cn/ykrb,news_idoican_com_cn_27055,node_.*[0-9].htm$,content_.*[0-9].htm$
华商晨报,http://news.liao1.com/epaper/hscb/paperindex.htm,news_liao1_com_26962,node_.*[0-9].htm$,content_.*[0-9].htm$
齐齐哈尔日报,http://newspaper.dbw.cn/qqherb/,newspaper_northeast_cn_27075,node_.*[0-9].htm$,content_.*[0-9].htm$
三江晚报,http://newspaper.dbw.cn/sjwb/,newspaper_northeast_cn_27072,node_.*[0-9].htm$,content_.*[0-9].htm$
检察日报,http://newspaper.jcrb.com,newspaper_jcrb_com_26995,node_.*[0-9].htm$,content_.*[0-9].htm$
鹤城晚报,http://newspaper.northeast.cn/hcwb,newspaper_northeast_cn_27077,node_.*[0-9].htm$,content_.*[0-9].htm$
黑龙江晨报,http://newspaper.northeast.cn/hljcb,newspaper_northeast_cn_27085,node_.*[0-9].htm$,content_.*[0-9].htm$
佳木斯日报,http://newspaper.northeast.cn/jmsrb,newspaper_northeast_cn_27069,node_.*[0-9].htm$,content_.*[0-9].htm$
南国都市报,http://ngdsb.hinews.cn/,ngdsb_hinews_cn_27007,node_.*[0-9].htm$,content_.*[0-9].htm$
南国早报,http://ngzb.gxnews.com.cn/,ngzb_gxnews_com_cn_27144,node_.*[0-9].htm$,content_.*[0-9].htm$
南湖晚报,http://nhwb.cnjxol.com/,nhwb_cnjxol_com_27129,node_.*[0-9].htm$,content_.*[0-9].htm$
内江日报,http://njrb.newssc.org/,njrb_newssc_org_27318,node_.*[0-9].htm$,content_.*[0-9].htm$
南京日报,http://njrb.njnews.cn,njrb_njnews_cn_26969,node_.*[0-9].htm$,content_.*[0-9].htm$
经济日报,http://paper.ce.cn/,paper_ce_cn_27444,node_.*[0-9].htm$,content_.*[0-9].htm$
中国高新技术产业导报,http://paper.chinahightech.com.cn/,paper_chinahightech_com_cn_26967,node_.*[0-9].htm$,content_.*[0-9].htm$
上海证券报,http://paper.cnstock.com,paper_cnstock_com_27782,node_.*[0-9].htm$,content_.*[0-9].htm$
中国证券报,http://paper.cs.com.cn/,paper_cs_com_cn_26980,node_.*[0-9].htm$,content_.*[0-9].htm$
大兴安岭日报,http://paper.dxalrb.com/,paper_dxalrb_com_27080,node_.*[0-9].htm$,content_.*[0-9].htm$
河北经济日报,http://paper.hbjjrb.com/,paper_hbjjrb_com_27084,node_.*[0-9].htm$,content_.*[0-9].htm$
中国教育报,http://paper.jyb.cn/zgjyb,paper_jyb_cn_27019,node_.*[0-9].htm$,content_.*[0-9].htm$
现代金报,http://paper.lifeningbo.com.cn/,paper_lifeningbo_com_cn_27411,node_.*[0-9].htm$,content_.*[0-9].htm$
台州商报,http://paper.taizhou.com.cn/tzsb/,paper_taizhou_com_cn_27166,node_.*[0-9].htm$,content_.*[0-9].htm$
番禺日报,http://pyrb.dayoo.com,pyrb_dayoo_com_27025,node_.*[0-9].htm$,content_.*[0-9].htm$
攀枝花日报,http://pzhrb.newssc.org/,pzhrb_newssc_org_26961,node_.*[0-9].htm$,content_.*[0-9].htm$
淇河晨报,http://qbwb.hebiw.com/,qbwb_hebiw_com_27199,node_.*[0-9].htm$,content_.*[0-9].htm$
瑞安日报,http://rarb.zjol.com.cn/,rarb_zjol_com_cn_27399,node_.*[0-9].htm$,content_.*[0-9].htm$
青岛日报,http://ribao.qingdaonews.com/,ribao_qingdaonews_com_27185,node_.*[0-9].htm$,content_.*[0-9].htm$
四川工人日报,http://scgrrb.newssc.org/,scgrrb_newssc_org_27017,node_.*[0-9].htm$,content_.*[0-9].htm$
四川经济日报,http://scjjrb.newssc.org/,scjjrb_newssc_org_27540,node_.*[0-9].htm$,content_.*[0-9].htm$
四川科技报,http://sckjb.newssc.org/,sckjb_newssc_org_27081,node_.*[0-9].htm$,content_.*[0-9].htm$
四川政协报,http://sczxb.newssc.org,sczxb_newssc_org_27057,node_.*[0-9].htm$,content_.*[0-9].htm$
石家庄日报,http://sjzrb.sjzdaily.com.cn/,sjzrb_sjzdaily_com_cn_27113,node_.*[0-9].htm$,content_.*[0-9].htm$
四平日报,http://sprbszb.chinajilin.com.cn/paperindex.htm,sprbszb_chinajilin_com_cn_27224,node_.*[0-9].htm$,content_.*[0-9].htm$
徐州日报,http://sqtg.cnxz.com.cn/xzrb/paperindex.htm,sqtg_cnxz_com_cn_27169,node_.*[0-9].htm$,content_.*[0-9].htm$
松原日报,http://syrbszb.chinajilin.com.cn/paperindex.htm,syrbszb_chinajilin_com_cn_27227,node_.*[0-9].htm$,content_.*[0-9].htm$
巢湖日报,http://szb.ch365.com.cn/chrb/,szb_ch365_com_cn_27050,node_.*[0-9].htm$,content_.*[0-9].htm$
巢湖晨刊,http://szb.ch365.com.cn/dsck/,szb_ch365_com_cn_29435,node_.*[0-9].htm$,content_.*[0-9].htm$
临夏民族日报,http://szb.chinalxnet.com,szb_chinalxnet_com_27064,node_.*[0-9].htm$,content_.*[0-9].htm$
大连日报,http://szb.dlxww.com/dlrb/paperindex.htm,szb_dlxww_com_27046,node_.*[0-9].htm$,content_.*[0-9].htm$
新商报,http://szb.dlxww.com/xsb/paperindex.htm,szb_dlxww_com_27603,node_.*[0-9].htm$,content_.*[0-9].htm$
北方新报,http://szb.northnews.cn/bfxb/paperindex.htm,szb_northnews_cn_27091,node_.*[0-9].htm$,content_.*[0-9].htm$
北方周末报,http://szb.northnews.cn/bfzm/paperindex.htm,szb_northnews_cn_27101,node_.*[0-9].htm$,content_.*[0-9].htm$
内蒙古日报,http://szb.northnews.cn/nmgrb/paperindex.htm,szb_northnews_cn_27093,node_.*[0-9].htm$,content_.*[0-9].htm$
东南早报,http://szb.qzwb.com/dnzb,szb_qzwb_com_27263,node_.*[0-9].htm$,content_.*[0-9].htm$
泉州晚报(海外版),http://szb.qzwb.com/hwb,szb_qzwb_com_27276,node_.*[0-9].htm$,content_.*[0-9].htm$
泉州晚报,http://szb.qzwb.com/qzwb/paperindex.htm,szb_qzwb_com_27277,node_.*[0-9].htm$,content_.*[0-9].htm$
银川晚报,http://szb.ycen.com.cn/,szb_ycen_com_cn_27433,node_.*[0-9].htm$,content_.*[0-9].htm$
滁州日报,http://szbk.chuzhou.cn/czrb/,szbk_chuzhou_cn_27379,node_.*[0-9].htm$,content_.*[0-9].htm$
皖东晨刊,http://szbk.chuzhou.cn/wdck/,szbk_chuzhou_cn_27386,node_.*[0-9].htm$,content_.*[0-9].htm$
嵊州日报,http://sznews.zjol.com.cn/szrb/paperindex.htm,sznews_zjol_com_cn_27405,node_.*[0-9].htm$,content_.*[0-9].htm$
通化日报,http://thrbszb.chinajilin.com.cn/paperindex.htm,thrbszb_chinajilin_com_cn_27228,node_.*[0-9].htm$,content_.*[0-9].htm$
都市时报,http://times.clzg.cn/,times_clzg_cn_27249,node_.*[0-9].htm$,content_.*[0-9].htm$
投资时报,http://tzsb.cnhan.com/,tzsb_cnhan_com_27413,node_.*[0-9].htm$,content_.*[0-9].htm$
华西都市报,http://wccdaily.scol.com.cn/,wccdaily_scol_com_cn_27102,node_.*[0-9].htm$,content_.*[0-9].htm$
潍坊日报,http://wfrb.wfnews.com.cn,wfrb_wfnews_com_cn_27260,node_.*[0-9].htm$,content_.*[0-9].htm$
潍坊晚报,http://wfwb.wfnews.com.cn,wfwb_wfnews_com_cn_27261,node_.*[0-9].htm$,content_.*[0-9].htm$
武汉晨报,http://whcb.cnhan.com/,whcb_cnhan_com_27426,node_.*[0-9].htm$,content_.*[0-9].htm$
武汉晚报,http://whwb.cnhan.com/,whwb_cnhan_com_27428,node_.*[0-9].htm$,content_.*[0-9].htm$
温岭日报,http://wldaily.zjol.com.cn/,wldaily_zjol_com_cn_27376,node_.*[0-9].htm$,content_.*[0-9].htm$
安徽市场报,http://www.ahscb.com/,ahscb_com_27389,node_.*[0-9].htm$,content_.*[0-9].htm$
包头日报,http://www.baotounews.com.cn/epaper/btrb,baotounews_com_cn_27119,node_.*[0-9].htm$,content_.*[0-9].htm$
包头晚报,http://www.baotounews.com.cn/epaper/btwb/,baotounews_com_cn_27121,node_.*[0-9].htm$,content_.*[0-9].htm$
都市7 1,http://www.baotounews.com.cn/epaper/dsbk,baotounews_com_cn_27125,node_.*[0-9].htm$,content_.*[0-9].htm$
北京商报,http://www.bjbusiness.com.cn/site1/bjsb/paperindex.htm,bjbusiness_com_cn_26975,node_.*[0-9].htm$,content_.*[0-9].htm$
中国文化报,http://www.ccdy.cn/dynamic/newsindex.htm,ccdy_cn_27507,node_.*[0-9].htm$,content_.*[0-9].htm$
承德日报,http://www.cddaily.com.cn/site1/cdrb/paperindex.htm,cddaily_com_cn_27149,node_.*[0-9].htm$,content_.*[0-9].htm$
承德晚报,http://www.cddaily.com.cn/site1/cdwb/paperindex.htm,cddaily_com_cn_27172,node_.*[0-9].htm$,content_.*[0-9].htm$
吉林日报,http://www.chinajilin.com.cn/jlrb/,chinajilin_com_cn_27135,node_.*[0-9].htm$,content_.*[0-9].htm$
解放军报,http://www.chinamil.com.cn/jfjbmap/paperindex.htm,chinamil_com_cn_27480,node_.*[0-9].htm$,content_.*[0-9].htm$
中国邮政报,http://www.chinapostnews.com.cn,chinapostnews_com_cn_26973,node_.*[0-9].htm$,content_.*[0-9].htm$
中国贸易报,http://www.chinatradenews.com.cn/founder/paperindex.htm,chinatradenews_com_cn_26978,node_.*[0-9].htm$,content_.*[0-9].htm$
池州日报,http://www.chiznews.com/site1/czrb,chiznews_com_27052,node_.*[0-9].htm$,content_.*[0-9].htm$
东至新闻,http://www.chiznews.com/site1/dzxw/,chiznews_com_27471,node_.*[0-9].htm$,content_.*[0-9].htm$
贵池新闻,http://www.chiznews.com/site1/gcxw/,chiznews_com_27469,node_.*[0-9].htm$,content_.*[0-9].htm$
九华周末,http://www.chiznews.com/site1/jhzm/,chiznews_com_27460,node_.*[0-9].htm$,content_.*[0-9].htm$
